,AidData Project ID,aiddata_id,aiddata_2_id,year,donor,donor_iso,donor_region,implementing_agency,financing_agency,crs_bi_multi,recipient,recipient_iso,recipient_region,start_date,end_date,commitment_date,planned_start_date,planned_end_date,title,short_description,long_description,donor_project_id,donor_secondary_id,aiddata_sector_code,aiddata_sector_name,aiddata_purpose_code,aiddata_purpose_name,aiddata_activity_codes,aiddata_activity_names,flow_name,crs_sector_code,crs_sector_name,crs_purpose_code,crs_purpose_name,coalesced_purpose_code,coalesced_purpose_name,commitment_amount_usd_constant,total_project_cost,crs_trade,crs_climate,crs_biodiversity,crs_gender,crs_environment,crs_desertification,pdgg,channel_code,associated_financing,future_ds_principal_amount_usd_nominal,future_ds_interest_amount_usd_nominal,received_amount_usd_nominal,irtc_amount_usd_nominal,untied_amount_usd_nominal,tied_amount_usd_nominal,partial_tied_amount_usd_nominal,finance_t,arrears_interest_amount_usd_nominal,arrears_principal_amount_usd_nominal,initial_report,ftc,repay_type,outstanding_amount_usd_nominal,interest_amount_usd_nominal,expert_commitment_amount_usd_nominal,export_credit_amount_usd_nominal,expert_extended_amount_usd_nominal,additional_info,source,source_detail
881885,,105132350,NA,2011,Canada,CA,North & Central America,International Centre for the Prevention of Crime,CIDA,1,Peru,PE,South America,6/30/09,6/30/14,1/1/11,NA,NA,WUSC-CECI (Uniterra) - Volunteer Sending 2009-2014 / EUMC-CECI (Uniterra) - Envoi de volontaires 2009-2014,WUSC-CECI (UNITERRA) - VOLUNTEER SENDING 2009-2014 / EUMC-CECI (UNITERRA) - ENVOI DE VOLONTAIRES 2009-2014,"The Uniterra international voluntary program aims to contribute to poverty reduction and sustainable development through national and regional sectoral approaches in 13 developing countries with the support of 1,950 volunteers. The Uniterra program focuses on strengthening the capacity of 225 key organizations that work in private sector development, governance, health, and education. More specifically, the program focuses on improving access to health and education services, markets, and political participation; fostering equality between women and men; engaging organizations in political dialogue in specific sectoral issues; and raising awareness among Canadians of national, regional, and global issues with regards to private sector development, governance, health, education, and equality between women and men. The Uniterra program is jointly operated by the Centre for International Studies and Cooperation (CECI) and World University Services of Canada (WUSC). / Le programme de volontariat international Uniterra vise íæ contribuer par des approches sectorielles nationales et rí©gionales íæ la rí©duction de la pauvretí© et au dí©veloppement durable dans 13 pays en dí©veloppement avec l'appui de 1 950 volontaires. Le programme Uniterra est axí© sur le renforcement des capacití©s de 225 organisations clí©s du secteur priví©, de la gouvernance, de la santí© et de l'í©ducation. Plus particuliíÂrement, il vise íæ : amí©liorer l'accíÂs aux services de santí© et d'í©ducaion, aux marchí©s et íæ la participation politique; favoriser l'í©galití© entre les femmes et les hommes; engager les organisations dans le dialogue sur les politiques en lien avec les enjeux de leur secteur; sensibiliser les Canadiens et les Canadiennes aux enjeux nationaux, rí©gionaux et mondiaux autour du secteur priví©, de la gouvernance, de la santí©, de l'í©ducation et de l'í©galití© entre les femmes et les hommes. Le programme Uniterra est mis en oeuvre conjointement par le Centre d'í©tude et de coopí©ration internationale (CECI) et Entraide universitaire mondiale du Canada (EUMC).",S064494PRG,2.01E+13,332,Tourism,33210,Tourism policy and administrative management,15150.07,Human rights,ODA Grants,122,I.2.b. Basic Health,12281,Health personnel development,33210,Tourism policy and administrative management,81,0,0,0,0,2,0,NA,1,22000,NA,0,0,0,0,0,80.88160954,0,D01,0,0,3,1,NA,0,0,0,0,0,,OECD,CRS Online 2012
881887,,105132426,NA,2011,Canada,CA,North & Central America,International Centre for the Prevention of Crime,CIDA,1,Peru,PE,South America,6/30/09,6/30/14,1/1/11,NA,NA,WUSC-CECI (Uniterra) - Volunteer Sending 2009-2014 / EUMC-CECI (Uniterra) - Envoi de volontaires 2009-2014,WUSC-CECI (UNITERRA) - VOLUNTEER SENDING 2009-2014 / EUMC-CECI (UNITERRA) - ENVOI DE VOLONTAIRES 2009-2014,"The Uniterra international voluntary program aims to contribute to poverty reduction and sustainable development through national and regional sectoral approaches in 13 developing countries with the support of 1,950 volunteers. The Uniterra program focuses on strengthening the capacity of 225 key organizations that work in private sector development, governance, health, and education. More specifically, the program focuses on improving access to health and education services, markets, and political participation; fostering equality between women and men; engaging organizations in political dialogue in specific sectoral issues; and raising awareness among Canadians of national, regional, and global issues with regards to private sector development, governance, health, education, and equality between women and men. The Uniterra program is jointly operated by the Centre for International Studies and Cooperation (CECI) and World University Services of Canada (WUSC). / Le programme de volontariat international Uniterra vise íæ contribuer par des approches sectorielles nationales et rí©gionales íæ la rí©duction de la pauvretí© et au dí©veloppement durable dans 13 pays en dí©veloppement avec l'appui de 1 950 volontaires. Le programme Uniterra est axí© sur le renforcement des capacití©s de 225 organisations clí©s du secteur priví©, de la gouvernance, de la santí© et de l'í©ducation. Plus particuliíÂrement, il vise íæ : amí©liorer l'accíÂs aux services de santí© et d'í©ducaion, aux marchí©s et íæ la participation politique; favoriser l'í©galití© entre les femmes et les hommes; engager les organisations dans le dialogue sur les politiques en lien avec les enjeux de leur secteur; sensibiliser les Canadiens et les Canadiennes aux enjeux nationaux, rí©gionaux et mondiaux autour du secteur priví©, de la gouvernance, de la santí©, de l'í©ducation et de l'í©galití© entre les femmes et les hommes. Le programme Uniterra est mis en oeuvre conjointement par le Centre d'í©tude et de coopí©ration internationale (CECI) et Entraide universitaire mondiale du Canada (EUMC).",S064494PRG,2.01E+13,332,Tourism,33210,Tourism policy and administrative management,15150.07,Human rights,ODA Grants,112,I.1.b. Basic Education,11230,Basic life skills for youth & adults,33210,Tourism policy and administrative management,81,0,0,0,0,2,0,NA,1,22000,NA,0,0,0,0,0,80.88160954,0,D01,0,0,3,1,NA,0,0,0,0,0,,OECD,CRS Online 2012
1346253,,94803275,NA,2010,Ireland,IE,Europe,BBC WORLD SERVICE TRUST,DFA,3,Peru,PE,South America,12/31/10,12/31/10,1/1/10,NA,NA,IMRS - Support to NGOs  and Missionaries in their development Work,IMRS - SUPPORT TO NGOS AND MISSIONARIES IN THEIR DEVELOPMENT WORK,"The 2010 budgetary allocation to Misean Cara will be maintained at ä‰å16 million. This funding will be used to support the work of Irish missionaries in some 90 developing countries. Governance and oversight will be strengthened through regular biannual meetings held with the Board of Misean Cara to review benchmarks around governance, enhanced child protection measures and project quality issues",2B2IMRS-NGL-IMRS001,2010000869,151,"Government and civil society, general",15150,Strengthening civil society,15130.06|15205.01|15150.07,"Law enforcement and crime prevention|Conflict prevention and resolution, peace and security, activity unspecified or does not fit under any other applicable codes|Human rights",ODA Grants,112,I.1.b. Basic Education,11230,Basic life skills for youth & adults,15150,Strengthening civil society,17697,0,NA,0,0,0,0,NA,NA,22000,NA,0,0,0,0,16829.77483,0,0,B01,0,0,8,NA,NA,0,0,0,0,0,,OECD,CRS Online 2012
656611,,50077629,50077629,2009,United States,US,North & Central America,NATIONAL NGOs,STATE,1,Peru,PE,South America,1/1/09,12/31/09,1/1/09,NA,NA,National Endowment for Democracy Grant to Consultores en Planificacion,NATIONAL ENDOWMENT FOR DEMOCRACY GRANT TO CONSULTORES EN PLANIFICACION,To strengthen the capacity of youth to contribute to the development of local governments in rural Arequipa. COPLAN will work with university students to enhance citizen participation and to encourage open dialogue and collaboration between government officials and citizens. COPLAN staff and volunteers will provide training and technical support to civic leaders and government officials to improve the participatory budgeting process and encourage constructive interactions between all stakeholders.,NED02534,2009028700,151,"Government and civil society, general",NA,,,,ODA Grants,151,I.5.a. Government & Civil Society-general,15150,Democratic participation and civil society,15150,Strengthening civil society,25874,0,NA,NA,NA,NA,0,NA,2,22000,NA,0,0,0,0,25000,0,0,C01,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS_ONLINE_MAY2011
769530,,108674930,NA,2011,Spain,ES,Europe,La Fíçbrica Gestií_n míçs Cultura S.L,AECID,1,Peru,PE,South America,1/1/11,1/1/12,1/1/11,NA,NA,"Grants. University education at a post grade, doctoral and postdoctoral grade, with the objective of promoting the qualification of human capital.","GRANTS. UNIVERSITY EDUCATION AT A POST GRADE, DOCTORAL AND POSTDOCTORAL GRADE, WITH THE OBJECTIVE OF PROMOTING THE QUALIFICATION OF HUMAN CAPITAL.",OTRAS CIENCIAS SOCIALES,2011-AECID-2627-0001,2011005387,114,Post-secondary education,11420,Higher education,32120.11,Cement/lime/plaster,ODA Grants,114,I.1.d. Post-Secondary Education,11420,Higher education,11420,Higher education,6396,0,NA,0,0,NA,0,NA,0,11000,NA,0,0,0,0,0,6395.995551,0,D02,0,0,1,1,NA,0,0,0,0,0,,OECD,CRS Online 2012
656610,,50077628,50077628,2009,United States,US,North & Central America,"PUBLIC SECTOR (donor, recipient, other)",AID,1,Peru,PE,South America,1/1/09,12/31/09,1/1/09,NA,NA,Tuberculosis,TUBERCULOSIS,"Reduce the number of deaths caused by TB by increasing detection of cases of TB and by successfully treating detected cases, as well as addressing issues of multi-drug resistant TB, TB and HIV, and investing in new tools for TB. [Government of Peru]",UEI76737,2009021783,122,Basic health,12250,Infectious & Parasitic disease control,12005.01,"Health, activity unspecified or does not fit under any other applicable codes",ODA Grants,122,I.2.b. Basic Health,12263,Tuberculosis control,12250,Infectious & Parasitic disease control,636503,0,NA,NA,NA,NA,0,NA,NA,10000,NA,0,0,0,0,615000,0,0,C01,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS_ONLINE_MAY2011
632828,,50053680,50053680,2009,Spain,ES,Europe,CAUCE FOUNDATION,AG,1,Peru,PE,South America,1/1/09,,1/1/09,NA,NA,"IMPROVEMENT OF QUALITY OF LIFE OF 120 FAMILIES OF SMALL FARMERS FROM OXAPAMPA PROVINCE (PASCO, PERU) THROUGH STRENGTHENING OF PRODUCTIVE AND TRADING CAPACITIES  OF GRANADILLA","IMPROVEMENT OF QUALITY OF LIFE OF 120 FAMILIES OF SMALL FARMERS FROM OXAPAMPA PROVINCE (PASCO, PERU) THROUGH STRENGTHENING OF PRODUCTIVE AND TRADING C",,13073,2009008853,311,Agriculture,NA,,,,ODA Grants,311,III.1.a. Agriculture,31161,Food crop production,31120,Agricultural development,283410,0,1,0,0,1,0,NA,0,22000,NA,0,0,0,0,280031.9733,0,0,,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS_ONLINE_MAY2011
264761,,97280584,NA,2010,Spain,ES,Europe,ND,MUNIC,1,Peru,PE,South America,1/1/10,12/31/10,1/1/10,NA,NA,ND,WOMEN'S EQUALITY ORGANISATIONS AND INSTITUTIONS,"El proyecto pretende: - fortalecer tres organizaciones de base de mujeres, - crear una asociacií_n de mujeres de la zona, - construir una casa de la mujer, que seríç cogestionada por CENDIPP y las organizaciones, - desarrollar un programa de salud sexual y reproductiva, tanto en cuanto a prevencií_n de las ETS, sensibilizacií_n e informacií_n como a formacií_n, - desarrollar un programa de prevencií_n de la violencia familiar, - desarrollar un programa de generacií_n de ingresos, que consiste esencialmente en formacií_n ocupacional y empresarial y en facilitar el acceso a sistemas de crí©dito existentes, - y desarrollar un programa de participacií_n ciudadana y polí_tica de las mujeres. Los programas se desarrollaríçn en particular utilizando la Casa de la Mujer construida, aunque no exclusivamente, ya que se realizan en parte en forma coordinada con otras entidades.",2010-BIL-EELL-29793,2010014711,151,"Government and civil society, general",NA,,,,ODA Grants,151,I.5.a. Government & Civil Society-general,15170,Women's equality organisations and institutions,15150,Strengthening civil society,167875,0,0,0,0,2,0,NA,2,22000,NA,0,0,0,0,158397.6954,0,0,C01,0,0,1,1,NA,0,0,0,0,0,,OECD,CRS Online 2012
632833,,50053685,50053685,2009,Spain,ES,Europe,ALBIHAR Foundation,AG,1,Peru,PE,South America,1/1/09,,1/1/09,NA,NA,LOCAL CAPACITIES STRENGTHENING FOR AGROECOLOGICAL PRODUCTION AND TRADING,LOCAL CAPACITIES STRENGTHENING FOR AGROECOLOGICAL PRODUCTION AND TRADING,"CONTRIBUIR A LA REDUCCIíñN Y ALIVIO DE LA POBREZA EN EL DISTRITO DE CURAHUASI, MEDIANTE EL FORTALECIMIENTO DE LAS CAPACIDADES PRODUCTIVAS DE GESTION Y DE COMERCIALIZACION DE SUS PRINCIPALES AGENTES SOCIO - ECONíñMICOS",11725,2009007505,311,Agriculture,NA,,,,ODA Grants,311,III.1.a. Agriculture,31120,Agricultural development,31120,Agricultural development,422809,0,1,0,0,0,0,NA,0,22000,NA,0,0,0,0,417769.1129,0,0,,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS_ONLINE_MAY2011
765166,,108525102,NA,2011,Spain,ES,Europe,Support association for the education action and cooperation in of the  of the bishopric Majorca.,MUNIC,1,Peru,PE,South America,1/1/11,12/31/11,1/1/11,NA,NA,Building of farmyards of galvanized tubes in the stable of dairy bovine cattle.,BUILDING OF FARMYARDS OF GALVANIZED TUBES IN THE STABLE OF DAIRY BOVINE CATTLE.,"PROYECTO EN FUNCIONAMIENTO DESDE 2007, EN BENEFICIO DE LA NIíïEZ, PARA MEJORAR EL NIVEL DE NUTRICION INFANTIL",2011-EELL-0697-0001,2011007954,311,Agriculture,NA,,,,ODA Grants,311,III.1.a. Agriculture,31163,Livestock,31120,Agricultural development,8343,0,NA,NA,NA,NA,NA,NA,NA,22000,NA,0,0,0,0,8342.602892,0,0,C01,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS Online 2012
632835,,50053687,50053687,2009,Spain,ES,Europe,SOLIDARY TEACHERS,AG,1,Peru,PE,South America,1/1/09,,1/1/09,NA,NA,"SUPPORTING THE COOPERATION PROCESSES IN PERU, HONDURAS AND MOROCCO","SUPPORTING THE COOPERATION PROCESSES IN PERU, HONDURAS AND MOROCCO","ENVIO DE 10 COOPERANTES PARA IMPARTIR TALLERES METODOLíñGICOS DE PEDAGOGíçA EDUCATIVA CON SOCIOS DE PERí_, HONDURAS Y MARRUECOS",12452,2009008232,111,"Education, level unspecified",NA,,,,ODA Grants,111,"I.1.a. Education, Level Unspecified",11130,Teacher training,11130,Teacher training,12259,0,0,0,0,0,0,NA,0,22000,NA,0,0,0,0,12112.98334,0,0,,0,0,1,1,NA,0,0,0,0,0,,OECD,CRS_ONLINE_MAY2011
1096138,50053248,96192312,NA,2010,Spain,ES,Europe,MIN. OF AGRIC. DEVPTŒæWATERŒæRESOURCES AUTHORITYŒæOF PANAMAŒæINSTITUTE OFŒæAGRIC RESEARCH SENAPAN,MFA,1,Peru,PE,South America,1/1/10,1/1/11,1/1/10,NA,NA,PCI. Scientific and institutional strengthening in biotechnology development in the UNASAM through the collaboration with the Centre for Plant Biotec,MEDICAL RESEARCH,FORTALECIMIENTO CIENíçFICO E INSTITUCIONAL EN EL DESARROLLO DE LA BIOTECNOLOGíçA EN LA UNASAM A TRAVES DE LA COLABORACIíñN CON EL CENTRO DE BIOTECNOLOGíçA Y GENíñMICA DE PLANTAS (UPM-INIA),2010-BIL-AGE-3634,2010003634,121,"Health, general",NA,,,,ODA Grants,121,"I.2.a. Health, General",12182,Medical research,12182,Medical research,6738,0,0,0,0,0,0,NA,0,11000,NA,0,0,0,0,0,6357.615894,0,C01,0,0,1,1,NA,0,0,0,0,0,,OECD,CRS Online 2012
761729,,108416739,NA,2011,Spain,ES,Europe,Engineering without borders Association Aragí_n,AG,1,Peru,PE,South America,12/1/11,12/1/14,1/1/11,NA,NA,Egalitarian and sustainable development in Andean communities.,EGALITARIAN AND SUSTAINABLE DEVELOPMENT IN ANDEAN COMMUNITIES.,"El analisis de vulnerabilidad de los distintos actores del territorio del Nor Yauyos ha puesto de manifiesto que, en la zona de intervencií_n, las actividades productivas son el elemento catalizador tanto de las relaciones (interpersonales e intercomunitarias) como de las oportunidades de desarrollo de la regií_n.Desde los aprendizajes y logros de la primera Fase, se quiere ahora aprovechar las estrategias de mejora de la actividad ganadera (productividad, calidad, acceso al mercado) para incidir con rigor y alcance en el conjunto de las lí_neas transversales del Programa, y míçs especialmenteen la equidad de gí©nero (potenciando el empoderamiento comunitario de las mujeres) en la sostenibilidad medioambiental del territorio (mediante procesos de recuperacií_n y adecuacií_n de uso de la tierra) y en el conjunto de las capacidades locales (mediante el fortalecimiento de la organizacií_n comunal y de los procesos de participacií_n social).",009-001087-1,2011000563,430,Other,NA,,,,ODA Grants,430,IV.2. Other Multisector,43010,Multisector aid,43010,Multisector aid,1501046,0,NA,0,0,2,2,NA,1,22000,NA,0,0,0,0,1501046.037,0,0,C01,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS Online 2012
761711,,108416086,NA,2011,Spain,ES,Europe,Centre of Studies and Solidarity with Latin America (CESAL),AG,1,Peru,PE,South America,12/27/11,12/27/12,1/1/11,NA,NA,"Economic development of peasant families in the community of Cusca. Apurimac province, Sierra Sur. Peru.","ECONOMIC DEVELOPMENT OF PEASANT FAMILIES IN THE COMMUNITY OF CUSCA. APURIMAC PROVINCE, SIERRA SUR. PERU.","El proyecto busca el incremento de las capacidades de gestií_n y desarrollo econí_mico de familias y autoridades locales de 05 municipalidades distritales de la provincia de Aymaraes (regií_n Apurimac) que conforman la mancomunidad Cuenca sur central Aymaraes-Cusca . Lo haríç mediante un conjunto de actividades orientadas al fortalecimiento de capacidades de gestií_n de sus autoridades, lí_deres y familias; la capacitacií_n para el incremento de rendimientos de sus unidades agropecuarias; y una insercií_n favorable en el mercado local y externo. Con ello se espera contribuir sustancialmente en el desarrollo econí_mico de las familias y el bienestar general de todos los pueblos de dicha Mancomunidad.",009-000895-1,2011000472,311,Agriculture,NA,,,,ODA Grants,311,III.1.a. Agriculture,31120,Agricultural development,31120,Agricultural development,118187,0,2,0,0,0,0,NA,0,22000,NA,0,0,0,0,118186.8743,0,0,C01,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS Online 2012
1067716,,95221613,NA,2010,Norway,NO,Europe,Alpaca Norway - Andes,NORAD,1,Peru,PE,South America,3/22/10,12/31/11,1/1/10,NA,NA,For a Living World,FOR A LIVING WORLD,"Program for improvement of animal health and breeding of alpaca among Quechuaindianerene in Rodeana and Tinker, the Andes.",PER-10/0001,2010002173,311,Agriculture,NA,,,,ODA Grants,311,III.1.a. Agriculture,31166,Agricultural extension,31181,Agricultural education/training,56889,0,1,0,0,0,0,NA,0,22000,NA,0,0,0,0,49631.89677,0,0,C01,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS Online 2012
1096402,,96201965,NA,2010,Spain,ES,Europe,Gabriel Rení© Moreno Autonomus University of Valencia,MFA,1,Peru,PE,South America,1/1/10,1/1/12,1/1/10,NA,NA,Irapay child cultural center,IRAPAY CHILD CULTURAL CENTER,"Continuar fomentando los valores culturales a traví©s de las artes escí©nicas prioritariamente desde la mí_sica (coro e interpretacií_n de Instrumentos especialmente de la regií_n) y biblioteca, con un soporte educativo y cultural, como alternativa que favorece el desarrollo integral mejorando la calidad de vida de los nií±as /os de Iquitos de bajos recursos",2010-BIL-AGE-1783,2010001783,160,Other social infrastructure and services,NA,,,,ODA Grants,160,I.6. Other Social Infrastructure & Services,16061,Culture and recreation,16010,Social/ welfare services,112300,0,0,0,0,1,0,NA,0,23000,NA,0,0,0,0,105960.2649,0,0,C01,0,0,1,1,NA,0,0,0,0,0,,OECD,CRS Online 2012
632029,,50052881,50052881,2009,Spain,ES,Europe,OTHER,UNIV,1,Peru,PE,South America,1/1/09,,1/1/09,NA,NA,GRANTS FOR INTERNATIONAL VOLUNTEERS IN DEVELOPMENT COOPERATION PROJECTS,GRANTS FOR INTERNATIONAL VOLUNTEERS IN DEVELOPMENT COOPERATION PROJECTS,"MENA MORALES, ANA MARIA",11008,2009006788,430,Other,NA,,,,ODA Grants,430,IV.2. Other Multisector,43081,Multisector education/training,43081,Multisector education/training,1127,0,0,0,0,0,0,NA,0,50000,NA,0,0,0,0,0,0,1114.050968,,0,0,1,1,NA,0,0,0,0,0,,OECD,CRS_ONLINE_MAY2011
258426,,97049304,NA,2010,Spain,ES,Europe,America Spain Solidarity Association - AESCO,AG,1,Peru,PE,South America,1/1/10,1/1/11,1/1/10,NA,NA,"Contributing to the poverty reduction and the improvement of the economic and productive capacities of artisan fishing organizations, promoting the","CONTRIBUTING TO THE POVERTY REDUCTION & THE IMPROVEMENT OF THE ECONOMIC & PRODUCTIVE CAPACITIES OF ARTISAN FISHING ORGANIZATIONS, PROMOTING THE CULT","El presente proyecto tiene una duracií_n de 14 meses y pretende contribuir a la reduccií_n de la pobreza y mejora de las condiciones de vida de las familias de la Provincia de Pisco, a partir de la mejora de las capacidades econí_micas y productivas de 5 Organizaciones Sociales de Pescadores Artesanales äóñ OSPAS (137 beneficiarios (as) directos entre varones y mujeres)",2010-BIL-CCAA-25248,2010008968,313,Fishing,NA,,,,ODA Grants,313,III.1.c. Fishing,31381,Fishery education/training,31381,Fishery education/training,143719,0,2,0,0,1,0,NA,1,22000,NA,0,0,0,0,135605.5364,0,0,C01,0,0,1,1,NA,0,0,0,0,0,,OECD,CRS Online 2012
656640,,50077658,50077658,2009,United States,US,North & Central America,NATIONAL NGOs,STATE,1,Peru,PE,South America,1/1/09,12/31/09,1/1/09,NA,NA,National Endowment for Democracy Grant to Center for International Private Enterprise,NATIONAL ENDOWMENT FOR DEMOCRACY GRANT TO CENTER FOR INTERNATIONAL PRIVATE ENTERPRISE,"To promote democracy, the rule of law, and positive leadership among the nation's young leaders to improve the economic, political, and institutional environment in Peru. CIPE and partner organization Instituto Invertir will educate 200 university students about democracy, rule of law, free markets, and leadership. Students will present business plans for non-profit or for-profit ventures with a positive economic, social, and/or political impact for students' respective regions.",NED01563,2009028580,151,"Government and civil society, general",NA,,,,ODA Grants,151,I.5.a. Government & Civil Society-general,15150,Democratic participation and civil society,15150,Strengthening civil society,205582,0,NA,NA,NA,NA,1,NA,2,22000,NA,0,0,0,0,198637,0,0,C01,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS_ONLINE_MAY2011
877039,,104935719,NA,2011,Australia,AU,Oceania,Public Sector,AusAID,1,Peru,PE,South America,2/15/11,6/30/13,1/1/11,NA,NA,Human Rights Grants Scheme 2010-11,HUMAN RIGHTS GRANTS SCHEME 2010-11,"Human Rights Small Grants Scheme 2010-11 provides small grants to non-government organisations and human rights institutions in developing countries for activities aimed at promoting and protecting human rights. In 2010-11, a total of 37 projects were funded across a multitude of countries. The total value of this initiative is $3.3 million, over 2 years, starting 2010-11.",11A154,2011000162,151,"Government and civil society, general",15150,Strengthening civil society,92005.01|15150.07,"Support to non-governmental organizations and government organizations, activity unspecified or does not fit under any other applicable codes|Human rights",ODA Grants,151,I.5.a. Government & Civil Society-general,15160,Human rights,15150,Strengthening civil society,109877,0,0,0,0,1,0,NA,NA,23000,NA,0,0,0,0,109877.2173,0,0,C01,0,0,8,NA,NA,0,0,0,0,0,,OECD,CRS Online 2012
258315,,97045160,NA,2010,Spain,ES,Europe,ADECO ARAGON ASSOCIATION,AG,1,Peru,PE,South America,1/1/10,1/1/11,1/1/10,NA,NA,Contributions to the PVNU,MULTISECTOR EDUCATION/TRAINING,Convocatoria Cooperantes Voluntarios/as Naciones Unidas Prí_rrogas,2010-MBI-CCAA-24857,2010008577,430,Other,43081,Multisector education/training,99810.01,All other activities when sector is not specified,ODA Grants,430,IV.2. Other Multisector,43081,Multisector education/training,43081,Multisector education/training,21056,0,0,0,0,0,0,NA,0,41122,NA,0,0,0,0,0,19867.54967,0,D02,0,0,1,1,NA,0,0,0,0,0,,OECD,CRS Online 2012
656631,,50077649,50077649,2009,United States,US,North & Central America,"PUBLIC SECTOR (donor, recipient, other)",AID,1,Peru,PE,South America,1/1/09,12/31/09,1/1/09,NA,NA,Other Public Health Threats,OTHER PUBLIC HEALTH THREATS,Address public health threats posed by infectious diseases not targeted elsewhere in the Framework as well as significant non-communicable health threats of major public health importance. [Government of Peru],UEI72168,2009016907,122,Basic health,NA,,,,ODA Grants,122,I.2.b. Basic Health,12220,Basic health care,12220,Basic health care,165594,0,NA,NA,NA,NA,0,NA,NA,10000,NA,0,0,0,0,160000,0,0,C01,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS_ONLINE_MAY2011
1096391,,96201560,NA,2010,Spain,ES,Europe,Gabriel Rení© Moreno Autonomus University of Valencia,MFA,1,Peru,PE,South America,1/1/10,1/1/12,1/1/10,NA,NA,"Promoting children reading in rural and urban deprived areas of the regions of Ancash, San Martí_n, Ayacucho and Ica",EDUCATION FACILITIES AND TRAINING,"El proyecto se propone realizar un programa de fortalecimiento en la educacií_n de los nií±os a traví©s del apoyo a bibliotecas y formacií_n de promotores de lectura, como medio para desarrollar el interí©s y gusto por la lectura, con í©nfasis en actividades de capacitacií_n a docentes de nivel primario, en los aspectos de comunicacií_n, desarrollo del lenguaje y estrategias de animacií_n a la lectura, elaboracií_n de material educativo y organizacií_n y conduccií_n de bibliotecas. Tambií©n se formaríç a personas de la comunidad como promotores de lectura, a fin de que apoyen y promuevan actividades de sensibilizacií_n con la comunidad: dirigentes comunales, padres de familia, asociaciones de padres de familia, asociaciones educativas y culturales, etc.",2010-BIL-AGE-1844,2010001844,111,"Education, level unspecified",NA,,,,ODA Grants,111,"I.1.a. Education, Level Unspecified",11120,Education facilities and training,11120,Education facilities and training,28075,0,0,0,0,0,0,NA,0,22000,NA,0,0,0,0,26490.06623,0,0,C01,0,0,1,1,NA,0,0,0,0,0,,OECD,CRS Online 2012
656628,,50077646,50077646,2009,United States,US,North & Central America,NATIONAL NGOs,IADF,1,Peru,PE,South America,1/1/09,12/31/09,1/1/09,NA,NA,Asociacií_n Museo Comunitario de Pisac (AMUCOP),ASOCIACIíñN MUSEO COMUNITARIO DE PISAC (AMUCOP),AMUCOP will coordinate with 12 participating indigenous communities and the local municipal government to complete construction of a Perus first community museum in the district of Pisac and begin operations. (PU-541),IDF00077,2009026385,160,Other social infrastructure and services,NA,,,,ODA Grants,160,I.6. Other Social Infrastructure & Services,16061,Culture and recreation,16010,Social/ welfare services,15524,0,NA,NA,NA,NA,0,NA,NA,22000,NA,0,0,0,0,15000,0,0,C01,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS_ONLINE_MAY2011
1143412,,119652539,NA,2012,Belgium,BE,Europe,NGO APOPO (Anti-persoonsmijnen Ontmijnende ProductOntwikkeling),MPRF,1,Peru,PE,South America,,,1/1/12,NA,NA,Aide de la province Flandre-Orientale: int?grante du projet ?ducatif du village indig?ne,AIDE DE LA PROVINCE FLANDRE-ORIENTALE: INT?GRANTE DU PROJET ?DUCATIF DU VILLAGE INDIG?NE,,3009678,2012009678,112,Basic education,NA,,,,ODA Grants,112,I.1.b. Basic Education,11230,Basic life skills for youth & adults,11230,Basic life skills for youth and adults ,8174,0,NA,NA,NA,0,NA,NA,NA,22000,NA,0,0,0,0,7712.082262,0,0,C01,0,0,8,1,NA,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
769404,,108670649,NA,2011,Spain,ES,Europe,AFI Foundation,AECID,1,Peru,PE,South America,1/1/11,1/1/12,1/1/11,NA,NA,"Grants. University education at a post grade, doctoral and postdoctoral grade, with the objective of promoting the qualification of human capital.","GRANTS. UNIVERSITY EDUCATION AT A POST GRADE, DOCTORAL AND POSTDOCTORAL GRADE, WITH THE OBJECTIVE OF PROMOTING THE QUALIFICATION OF HUMAN CAPITAL.",OTRAS CIENCIAS SOCIALES,2011-AECID-3667-0001,2011006427,114,Post-secondary education,11420,Higher education,32120.11,Cement/lime/plaster,ODA Grants,114,I.1.d. Post-Secondary Education,11420,Higher education,11420,Higher education,10011,0,NA,0,0,NA,0,NA,0,11000,NA,0,0,0,0,10011.12347,0,0,D02,0,0,1,1,NA,0,0,0,0,0,,OECD,CRS Online 2012
